Timestamp,Average,Sum,Minimum,Maximum,Unit,Metric
2025-03-20 09:20:00+00:00,1.0833333333333333,26.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 13:20:00+00:00,1.0833333333333333,13.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 00:20:00+00:00,1.0,10.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 23:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 19:20:00+00:00,1.0,4.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 18:20:00+00:00,1.2,6.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-22 02:20:00+00:00,1.0,8.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 22:20:00+00:00,1.0,13.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 17:20:00+00:00,1.1666666666666667,7.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 21:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 08:20:00+00:00,1.0,5.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 03:20:00+00:00,1.0,7.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 07:20:00+00:00,1.0,14.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 11:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 06:20:00+00:00,1.05,21.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 16:20:00+00:00,1.0,5.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 12:20:00+00:00,1.0,15.0,1.0,1.0,Count,ConcurrentExecutions
